"","number.of.adults","number.of.children","number.of.weekend.nights","number.of.week.nights","type.of.meal","car.parking.space","room.type","lead.time","market.segment.type","repeated","P.C","P.not.C","average.price","special.requests","booking.status","reservation_month","reservation_day","reservation_weekday"
"223",2,0,1,5,"Meal Plan 1",0,"Room_Type 1",56,"Online",0,0,0,118.95,0,0,"09","05","Wednesday"
"224",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",107,"Offline",0,0,0,130,1,0,"06","10","Sunday"
"225",2,0,1,3,"Not Selected",0,"Room_Type 1",70,"Online",0,0,0,90.56,1,0,"04","14","Saturday"
"226",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",76,"Online",0,0,0,87.3,1,0,"04","01","Sunday"
"227",2,2,2,2,"Meal Plan 1",0,"Room_Type 6",144,"Online",0,0,0,177.65,1,1,"05","27","Sunday"
"228",1,2,2,2,"Meal Plan 1",0,"Room_Type 6",4,"Online",0,0,0,200.75,2,0,"09","19","Tuesday"
"229",2,1,0,2,"Meal Plan 1",0,"Room_Type 1",15,"Online",0,0,0,127,1,0,"03","18","Sunday"
"230",1,0,1,2,"Meal Plan 1",0,"Room_Type 1",32,"Online",0,0,0,72.9,0,1,"02","05","Monday"
"231",3,0,1,1,"Meal Plan 1",0,"Room_Type 4",49,"Online",0,0,0,159.3,0,1,"05","07","Monday"
"232",2,1,1,3,"Meal Plan 1",0,"Room_Type 1",77,"Online",0,0,0,135.15,1,0,"05","12","Saturday"
"233",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",22,"Offline",0,0,0,90,0,0,"10","28","Sunday"
"234",2,0,1,0,"Not Selected",0,"Room_Type 1",0,"Online",0,0,0,114,0,0,"10","18","Wednesday"
"235",2,1,0,1,"Meal Plan 1",1,"Room_Type 1",58,"Online",0,0,0,125.1,1,0,"06","21","Thursday"
"236",2,0,2,6,"Not Selected",0,"Room_Type 1",4,"Online",0,0,0,95.13,1,0,"08","14","Monday"
"237",2,0,0,2,"Meal Plan 1",0,"Room_Type 5",117,"Online",0,0,0,105.84,0,1,"04","29","Sunday"
"238",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",36,"Online",0,0,0,102,0,1,"12","26","Wednesday"
"239",2,0,2,2,"Not Selected",0,"Room_Type 1",35,"Online",0,0,0,74.8,2,0,"12","02","Sunday"
"240",2,0,1,0,"Not Selected",0,"Room_Type 1",31,"Online",0,0,0,94.5,0,1,"04","24","Tuesday"
"241",2,0,2,4,"Not Selected",0,"Room_Type 1",79,"Online",0,0,0,120.6,0,0,"06","16","Saturday"
"242",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",1,"Online",0,0,0,139.33,0,0,"10","09","Monday"
"243",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",21,"Online",0,0,0,105,0,0,"09","03","Sunday"
"244",2,0,0,2,"Not Selected",0,"Room_Type 1",12,"Corporate",0,0,0,100,1,0,"09","14","Friday"
"245",2,0,1,0,"Meal Plan 1",0,"Room_Type 1",33,"Online",0,0,0,80.3,1,0,"02","08","Thursday"
"246",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",164,"Offline",0,0,0,100,0,0,"10","02","Monday"
"247",2,0,0,3,"Meal Plan 1",1,"Room_Type 1",78,"Online",0,0,0,105.3,1,0,"03","24","Saturday"
"248",2,0,0,4,"Meal Plan 1",0,"Room_Type 4",18,"Online",0,0,0,112.8,0,1,"05","31","Thursday"
"249",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",21,"Online",0,0,0,151,0,1,"08","15","Wednesday"
"250",1,0,1,3,"Meal Plan 1",0,"Room_Type 1",0,"Online",0,0,0,91,1,0,"11","09","Thursday"
"251",3,0,2,1,"Meal Plan 1",0,"Room_Type 4",152,"Online",0,0,0,146.7,1,1,"08","13","Monday"
"252",2,0,2,3,"Meal Plan 1",0,"Room_Type 1",43,"Offline",0,0,0,58.4,0,0,"10","02","Monday"
"253",2,0,0,4,"Not Selected",0,"Room_Type 1",177,"Online",0,0,0,80.75,1,1,"07","26","Thursday"
"254",2,0,1,1,"Not Selected",0,"Room_Type 1",47,"Offline",0,0,0,76.5,0,0,"05","21","Monday"
"255",3,0,0,3,"Meal Plan 1",0,"Room_Type 4",57,"Online",0,0,0,140.13,0,0,"09","07","Friday"
"256",2,0,2,4,"Not Selected",0,"Room_Type 1",60,"Online",0,0,0,76,1,0,"11","15","Wednesday"
"257",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,"Online",0,0,0,200,0,0,"09","16","Saturday"
"258",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",102,"Online",0,0,0,101.5,0,1,"10","16","Monday"
"259",2,0,0,3,"Not Selected",0,"Room_Type 1",71,"Online",0,0,0,108,1,0,"10","18","Thursday"
"260",3,0,2,3,"Meal Plan 2",0,"Room_Type 4",111,"Online",0,0,0,189,1,0,"07","23","Monday"
"261",3,0,1,1,"Meal Plan 1",0,"Room_Type 4",1,"Online",0,0,0,166,3,0,"06","11","Monday"
"262",2,0,1,1,"Not Selected",0,"Room_Type 1",4,"Online",0,0,0,67.5,0,0,"01","16","Tuesday"
"263",2,0,1,3,"Meal Plan 1",0,"Room_Type 4",25,"Online",0,0,0,78.54,1,0,"09","14","Thursday"
"264",1,0,2,2,"Meal Plan 1",0,"Room_Type 1",209,"Online",0,0,0,152.1,1,1,"11","06","Tuesday"
"265",1,0,2,1,"Meal Plan 1",0,"Room_Type 1",93,"Online",0,0,0,115,0,1,"10","15","Monday"
"266",2,0,2,5,"Not Selected",0,"Room_Type 1",53,"Online",0,0,0,66.53,2,0,"09","02","Saturday"
"267",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",1,"Complementary",1,0,1,0,1,0,"08","12","Saturday"
"268",1,0,2,1,"Meal Plan 1",0,"Room_Type 1",4,"Complementary",0,0,0,0,1,0,"08","23","Wednesday"
"269",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",302,"Online",0,0,0,90.3,2,1,"12","29","Saturday"
"270",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",122,"Offline",0,0,0,85,0,0,"04","15","Sunday"
"271",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",16,"Corporate",0,0,0,75,0,0,"03","11","Sunday"
"272",2,0,2,4,"Meal Plan 1",0,"Room_Type 1",28,"Online",0,0,0,115.37,1,1,"08","28","Tuesday"
"273",2,0,1,2,"Meal Plan 2",0,"Room_Type 1",161,"Online",0,0,0,130,0,1,"03","25","Sunday"
"274",3,0,0,2,"Meal Plan 1",0,"Room_Type 4",57,"Online",0,0,0,126,2,0,"12","09","Sunday"
"275",2,0,1,0,"Meal Plan 1",0,"Room_Type 1",19,"Online",0,0,0,94.35,1,0,"06","12","Tuesday"
"276",3,0,2,4,"Meal Plan 1",0,"Room_Type 4",109,"Online",0,0,0,118.46,4,0,"07","06","Friday"
"277",1,0,0,2,"Meal Plan 2",0,"Room_Type 1",239,"Online",0,0,0,90.6,0,1,"06","15","Friday"
"278",1,0,2,1,"Meal Plan 1",0,"Room_Type 1",33,"Online",0,0,0,82.9,2,0,"03","05","Monday"
"279",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",11,"Online",0,0,0,95.33,1,0,"08","18","Friday"
"280",3,0,2,5,"Meal Plan 1",0,"Room_Type 4",40,"Online",0,0,0,135.64,1,0,"04","21","Saturday"
"281",3,0,1,1,"Meal Plan 1",0,"Room_Type 4",45,"Offline",0,0,0,122.4,0,0,"06","18","Monday"
"282",2,0,1,3,"Not Selected",0,"Room_Type 1",41,"Online",0,0,0,116.1,0,1,"05","09","Wednesday"
"283",2,0,0,4,"Not Selected",0,"Room_Type 1",167,"Online",0,0,0,62.18,0,1,"06","28","Thursday"
"284",2,0,0,4,"Not Selected",0,"Room_Type 1",62,"Online",0,0,0,63.75,0,1,"03","09","Friday"
"285",1,0,1,4,"Meal Plan 1",0,"Room_Type 1",113,"Online",0,0,0,118.8,0,1,"09","07","Friday"
"286",2,0,0,2,"Not Selected",1,"Room_Type 1",1,"Online",0,0,0,167,0,0,"08","10","Friday"
"287",2,2,2,2,"Meal Plan 1",0,"Room_Type 6",84,"Online",0,0,0,187.85,1,0,"05","13","Sunday"
"288",0,2,2,2,"Meal Plan 1",0,"Room_Type 1",68,"Online",0,0,0,108.38,1,1,"04","24","Tuesday"
"289",2,0,0,1,"Meal Plan 1",0,"Room_Type 2",9,"Complementary",1,0,3,0,1,0,"09","07","Friday"
"290",3,0,1,2,"Meal Plan 1",0,"Room_Type 1",245,"Online",0,0,0,128.7,0,1,"10","28","Sunday"
"291",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",80,"Online",0,0,0,80.33,1,0,"03","17","Saturday"
"292",2,0,1,1,"Meal Plan 1",0,"Room_Type 1",7,"Online",0,0,0,140,1,1,"08","22","Wednesday"
"293",2,1,1,1,"Meal Plan 1",0,"Room_Type 1",128,"Online",0,0,0,76.5,2,0,"08","08","Tuesday"
"294",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",100,"Online",0,0,0,105.3,1,0,"05","01","Tuesday"
"295",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",118,"Online",0,0,0,87.3,1,1,"04","03","Tuesday"
"296",1,0,0,3,"Meal Plan 1",0,"Room_Type 1",166,"Online",0,0,0,110,0,1,"11","01","Thursday"
"297",1,0,0,1,"Meal Plan 2",0,"Room_Type 1",41,"Offline",0,0,0,83,0,0,"09","04","Monday"
"298",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",174,"Online",0,0,0,99.45,1,0,"08","13","Monday"
"299",2,1,2,1,"Meal Plan 2",0,"Room_Type 1",27,"Offline",0,0,0,104.5,3,0,"12","27","Wednesday"
"300",2,0,2,6,"Meal Plan 1",0,"Room_Type 1",2,"Online",0,0,0,92.54,2,0,"11","16","Friday"
"301",1,0,0,3,"Meal Plan 1",0,"Room_Type 1",37,"Offline",0,0,0,95,0,0,"10","13","Saturday"
"302",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",188,"Online",0,0,0,130,0,1,"06","15","Friday"
"303",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",68,"Offline",1,1,0,63,1,0,"01","02","Tuesday"
"304",2,0,1,2,"Meal Plan 1",0,"Room_Type 4",189,"Online",0,0,0,109.8,0,1,"10","28","Sunday"
"305",2,0,1,0,"Meal Plan 1",0,"Room_Type 1",10,"Online",0,0,0,103,0,0,"05","16","Wednesday"
"306",3,0,2,1,"Meal Plan 1",0,"Room_Type 4",19,"Online",0,0,0,130,1,0,"02","20","Tuesday"
"307",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",61,"Online",0,0,0,117,0,1,"03","23","Friday"
"308",2,0,0,4,"Meal Plan 1",0,"Room_Type 4",95,"Offline",0,0,0,60.5,0,0,"12","29","Friday"
"309",2,0,0,1,"Meal Plan 2",0,"Room_Type 1",83,"Offline",0,0,0,112.2,0,0,"09","30","Saturday"
"310",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",37,"Online",0,0,0,135.9,0,1,"08","01","Wednesday"
"311",2,0,1,0,"Meal Plan 1",0,"Room_Type 1",19,"Online",0,0,0,151,1,1,"07","25","Wednesday"
"312",2,2,0,2,"Meal Plan 1",0,"Room_Type 6",22,"Online",0,0,0,239,2,0,"09","16","Sunday"
"313",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",22,"Online",0,0,0,59.09,0,0,"12","26","Tuesday"
"314",2,0,2,5,"Meal Plan 1",0,"Room_Type 1",151,"Online",0,0,0,103.09,0,1,"07","09","Monday"
"315",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",26,"Offline",0,0,0,87,0,0,"02","28","Wednesday"
"316",3,0,1,0,"Meal Plan 1",0,"Room_Type 4",27,"Online",0,0,0,137,0,1,"04","17","Tuesday"
"317",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",79,"Offline",0,0,0,109,0,0,"06","24","Sunday"
"318",2,0,1,1,"Meal Plan 2",0,"Room_Type 1",247,"Online",0,0,0,115,1,1,"06","06","Wednesday"
"319",2,0,2,3,"Meal Plan 1",0,"Room_Type 4",189,"Online",0,0,0,99.45,1,0,"07","17","Tuesday"
"320",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",320,"Online",0,0,0,115,1,1,"08","18","Saturday"
"321",3,0,1,2,"Meal Plan 1",0,"Room_Type 4",27,"Online",0,0,0,130,2,0,"02","22","Thursday"
"322",1,0,1,0,"Meal Plan 1",0,"Room_Type 1",51,"Corporate",1,0,3,65,0,0,"05","22","Tuesday"
"323",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",245,"Online",0,0,0,75,0,1,"06","17","Sunday"
"324",2,1,1,2,"Meal Plan 1",0,"Room_Type 1",52,"Online",0,0,0,132.9,0,1,"07","08","Sunday"
"325",1,0,2,0,"Meal Plan 1",0,"Room_Type 1",13,"Online",0,0,0,120,0,0,"10","18","Wednesday"
"326",2,0,0,2,"Not Selected",0,"Room_Type 1",46,"Online",0,0,0,79.2,1,1,"11","11","Sunday"
"327",3,0,2,1,"Meal Plan 1",0,"Room_Type 4",84,"Online",0,0,0,159.3,0,1,"08","28","Tuesday"
"328",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",188,"Online",0,0,0,130,0,1,"06","15","Friday"
"329",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",19,"Offline",1,1,0,90,0,0,"10","06","Friday"
"330",2,0,0,2,"Meal Plan 1",0,"Room_Type 4",67,"Online",0,0,0,140.4,1,0,"05","27","Sunday"
"331",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,"Online",0,0,0,75,0,0,"08","11","Friday"
"332",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",273,"Online",0,0,0,109,0,1,"07","17","Monday"
"333",2,0,2,1,"Meal Plan 2",0,"Room_Type 1",110,"Online",0,0,0,94.5,0,1,"07","25","Tuesday"
"334",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,"Corporate",1,0,1,75,0,0,"12","15","Friday"
"335",2,0,1,2,"Meal Plan 1",0,"Room_Type 4",32,"Offline",0,0,0,75,1,0,"10","23","Monday"
"336",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",282,"Offline",0,0,0,76.67,0,0,"10","10","Tuesday"
"337",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",38,"Online",0,0,0,126,0,0,"10","02","Tuesday"
"338",2,0,1,1,"Not Selected",0,"Room_Type 1",175,"Online",0,0,0,85.5,1,0,"07","23","Monday"
"339",2,0,0,3,"Meal Plan 1",0,"Room_Type 4",143,"Online",0,0,0,140.7,0,1,"08","18","Saturday"
"340",2,0,2,2,"Meal Plan 1",0,"Room_Type 4",127,"Online",0,0,0,103.7,1,0,"06","26","Tuesday"
"341",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,"Online",0,0,0,142,0,0,"09","08","Friday"
"342",2,1,2,5,"Meal Plan 1",0,"Room_Type 1",95,"Online",0,0,0,103.7,3,0,"12","21","Friday"
"343",1,0,1,2,"Meal Plan 1",0,"Room_Type 1",118,"Offline",0,0,0,110,0,0,"06","06","Wednesday"
"344",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",45,"Offline",0,0,0,75,0,0,"11","10","Saturday"
"345",3,0,1,1,"Meal Plan 1",0,"Room_Type 4",69,"Online",0,0,0,137.7,0,0,"07","25","Wednesday"
"346",2,0,0,1,"Not Selected",0,"Room_Type 1",57,"Online",0,0,0,87.3,3,0,"09","07","Friday"
"347",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",5,"Complementary",1,0,4,0,4,0,"08","24","Friday"
"348",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",39,"Offline",0,0,0,101.5,0,0,"08","14","Monday"
"349",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,"Online",0,0,0,97,1,0,"02","24","Saturday"
"350",3,0,1,1,"Meal Plan 1",0,"Room_Type 4",89,"Online",0,0,0,150.3,1,0,"08","15","Wednesday"
"351",2,0,0,4,"Meal Plan 1",0,"Room_Type 1",85,"Online",0,0,0,82.45,0,0,"03","29","Thursday"
"352",1,0,0,1,"Meal Plan 1",1,"Room_Type 4",4,"Corporate",1,0,3,103,1,0,"07","01","Sunday"
"353",1,0,2,6,"Meal Plan 1",0,"Room_Type 1",11,"Online",0,0,0,145,0,1,"07","05","Thursday"
"354",1,0,1,1,"Meal Plan 1",0,"Room_Type 1",12,"Online",0,0,0,145,1,0,"07","11","Wednesday"
"355",2,0,2,2,"Meal Plan 1",0,"Room_Type 4",77,"Online",0,0,0,134.85,1,0,"05","14","Monday"
"356",2,1,1,1,"Meal Plan 1",0,"Room_Type 6",14,"Online",0,0,0,168.25,1,0,"10","22","Monday"
"357",1,0,2,1,"Meal Plan 1",0,"Room_Type 1",1,"Online",0,0,0,60,0,1,"02","28","Wednesday"
"358",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",133,"Offline",0,0,0,76,0,0,"06","13","Wednesday"
"359",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",3,"Offline",0,0,0,63.5,1,0,"08","10","Thursday"
"360",2,0,2,0,"Meal Plan 1",0,"Room_Type 1",19,"Offline",0,0,0,95,0,0,"09","18","Tuesday"
"361",2,0,2,2,"Meal Plan 1",0,"Room_Type 4",86,"Offline",0,0,0,90.95,3,0,"09","03","Monday"
"362",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",23,"Online",0,0,0,98.4,2,0,"10","16","Monday"
"363",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",65,"Online",0,0,0,135.9,1,0,"09","22","Saturday"
"364",2,0,0,2,"Meal Plan 1",0,"Room_Type 4",1,"Online",0,0,0,130,1,0,"11","16","Friday"
"365",2,0,0,1,"Meal Plan 1",0,"Room_Type 4",66,"Online",0,0,0,81.9,2,0,"11","19","Sunday"
"366",3,0,1,4,"Meal Plan 1",0,"Room_Type 1",50,"Online",0,0,0,78.85,1,0,"02","22","Thursday"
"367",2,0,2,3,"Meal Plan 2",0,"Room_Type 1",87,"Online",0,0,0,141.3,0,1,"06","26","Tuesday"
"368",2,0,1,1,"Meal Plan 1",0,"Room_Type 1",159,"Offline",0,0,0,70,1,0,"04","09","Monday"
"369",2,0,2,3,"Meal Plan 2",0,"Room_Type 1",39,"Online",0,0,0,170.1,2,0,"08","13","Monday"
"370",2,0,2,0,"Meal Plan 2",0,"Room_Type 1",386,"Online",0,0,0,115,1,1,"10","23","Tuesday"
"371",2,2,0,5,"Meal Plan 1",0,"Room_Type 6",22,"Online",0,0,0,199,0,0,"12","29","Friday"
"372",2,0,2,2,"Meal Plan 1",0,"Room_Type 4",102,"Offline",0,0,0,82.45,0,0,"07","10","Tuesday"
"373",4,0,0,3,"Meal Plan 1",0,"Room_Type 7",86,"Online",0,0,0,192.86,1,0,"10","20","Saturday"
"374",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",56,"Offline",0,0,0,185,0,0,"09","25","Monday"
"375",2,0,2,6,"Meal Plan 1",0,"Room_Type 1",36,"Online",0,0,0,68.07,1,0,"12","10","Monday"
"376",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",50,"Online",0,0,0,118.8,1,0,"10","04","Thursday"
"377",2,0,0,2,"Meal Plan 1",0,"Room_Type 4",115,"Online",0,0,0,104.4,0,1,"10","27","Saturday"
"378",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,"Corporate",1,0,12,65,0,0,"03","23","Friday"
"379",2,0,1,3,"Not Selected",0,"Room_Type 1",35,"Online",0,0,0,71.1,0,1,"03","03","Saturday"
"380",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",17,"Offline",0,0,0,95,0,0,"05","21","Monday"
"381",2,0,4,11,"Meal Plan 1",0,"Room_Type 4",237,"Online",0,0,0,116.62,1,1,"09","13","Thursday"
"382",2,0,0,4,"Meal Plan 1",0,"Room_Type 1",125,"Online",0,0,0,136,2,0,"09","07","Friday"
"383",2,2,2,2,"Meal Plan 1",0,"Room_Type 6",32,"Online",0,0,0,147.9,0,1,"12","02","Sunday"
"384",2,0,2,0,"Not Selected",0,"Room_Type 1",5,"Offline",0,0,0,123.7,0,0,"09","18","Tuesday"
"385",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",91,"Online",0,0,0,135.9,0,1,"06","19","Tuesday"
"386",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",102,"Offline",0,0,0,109,0,0,"10","16","Monday"
"387",3,0,2,1,"Meal Plan 1",0,"Room_Type 4",9,"Online",0,0,0,186,1,0,"03","20","Tuesday"
"388",3,0,1,3,"Meal Plan 1",0,"Room_Type 4",155,"Online",0,0,0,115.6,1,1,"12","26","Wednesday"
"389",2,2,0,1,"Meal Plan 1",0,"Room_Type 6",0,"Online",0,0,0,221,0,1,"05","14","Monday"
"390",1,0,0,3,"Meal Plan 1",0,"Room_Type 1",11,"Corporate",0,0,0,65,0,0,"09","15","Friday"
"391",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,"Corporate",0,0,0,80,0,0,"02","19","Monday"
"392",2,1,1,4,"Meal Plan 1",0,"Room_Type 1",86,"Offline",0,0,0,73.83,0,0,"03","23","Friday"
"393",1,0,0,1,"Meal Plan 1",1,"Room_Type 1",18,"Corporate",1,3,19,67,0,0,"10","18","Thursday"
"394",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",58,"Online",0,0,0,80.3,1,0,"03","04","Sunday"
"395",2,0,2,1,"Not Selected",0,"Room_Type 1",54,"Offline",0,0,0,85,0,0,"04","30","Monday"
"396",2,1,2,3,"Meal Plan 1",0,"Room_Type 1",25,"Online",0,0,0,152.1,1,1,"07","23","Monday"
"397",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",107,"Online",0,0,0,89.25,1,0,"09","09","Saturday"
"398",1,0,0,4,"Meal Plan 2",0,"Room_Type 1",100,"Offline",0,0,0,110,0,0,"09","28","Friday"
"399",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",273,"Online",0,0,0,95,0,1,"05","13","Sunday"
"400",2,0,0,1,"Not Selected",0,"Room_Type 1",29,"Online",0,0,0,79,0,0,"03","18","Sunday"
"401",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",221,"Online",0,0,0,80,0,1,"08","12","Sunday"
"402",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",213,"Online",0,0,0,102.85,2,1,"10","01","Monday"
"403",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",198,"Online",0,0,0,90,0,1,"09","09","Sunday"
"404",2,0,1,2,"Meal Plan 1",0,"Room_Type 2",81,"Online",0,0,0,62.37,2,0,"01","29","Monday"
"405",2,0,0,1,"Not Selected",0,"Room_Type 1",23,"Online",0,0,0,98,0,0,"04","08","Sunday"
"406",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",26,"Online",0,0,0,117.67,1,1,"09","17","Sunday"
"407",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",20,"Online",0,0,0,141,1,0,"06","18","Monday"
"408",2,1,1,3,"Meal Plan 1",0,"Room_Type 6",124,"Online",0,0,0,156.61,2,1,"12","26","Wednesday"
"409",3,0,0,3,"Meal Plan 1",0,"Room_Type 4",85,"Online",0,0,0,152.1,0,1,"08","03","Friday"
"410",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",167,"Online",0,0,0,105.3,0,1,"08","06","Monday"
"411",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",71,"Online",0,0,0,119.85,1,0,"05","30","Wednesday"
"412",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",48,"Online",0,0,0,97.2,2,0,"11","04","Sunday"
"413",1,0,0,1,"Not Selected",0,"Room_Type 1",37,"Online",0,0,0,116.1,0,0,"05","13","Sunday"
"414",3,0,2,2,"Meal Plan 1",0,"Room_Type 4",76,"Online",0,0,0,150.45,0,1,"05","29","Tuesday"
"415",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",13,"Offline",0,0,0,71,0,0,"01","20","Saturday"
"416",1,0,1,0,"Meal Plan 1",0,"Room_Type 1",3,"Complementary",0,0,0,0,0,0,"06","27","Wednesday"
"417",2,0,1,2,"Meal Plan 1",0,"Room_Type 4",75,"Offline",0,0,0,60,0,0,"12","07","Thursday"
"418",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",5,"Corporate",1,0,1,89,1,0,"04","05","Thursday"
"419",2,0,2,0,"Meal Plan 2",0,"Room_Type 1",386,"Online",0,0,0,115,1,1,"10","23","Tuesday"
"420",2,0,1,1,"Meal Plan 1",0,"Room_Type 1",180,"Offline",0,0,0,100,1,0,"05","02","Wednesday"
"421",2,0,1,3,"Not Selected",0,"Room_Type 1",122,"Online",0,0,0,75.9,2,1,"11","14","Wednesday"
"422",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",224,"Offline",0,0,0,65,0,0,"10","02","Monday"
"423",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",24,"Online",0,0,0,104.55,2,0,"05","29","Tuesday"
"424",1,0,2,2,"Meal Plan 1",0,"Room_Type 1",162,"Online",0,0,0,115,0,1,"10","14","Sunday"
"425",3,0,1,1,"Meal Plan 1",0,"Room_Type 4",25,"Online",0,0,0,187,0,1,"07","02","Monday"
"426",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",1,"Online",0,0,0,115,0,0,"08","04","Saturday"
"427",2,0,0,4,"Not Selected",0,"Room_Type 1",236,"Online",0,0,0,84.43,1,1,"09","27","Thursday"
"428",2,0,2,3,"Meal Plan 1",0,"Room_Type 1",120,"Online",0,0,0,90.95,0,1,"04","08","Sunday"
"429",2,0,1,3,"Meal Plan 2",1,"Room_Type 4",12,"Online",0,0,0,208,1,0,"03","24","Saturday"
"430",2,0,2,4,"Meal Plan 1",0,"Room_Type 1",224,"Online",0,0,0,97.18,1,1,"09","03","Monday"
"431",1,0,0,4,"Meal Plan 2",0,"Room_Type 1",33,"Offline",0,0,0,79.11,0,0,"10","21","Saturday"
"432",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",24,"Complementary",0,0,0,0,0,0,"05","13","Sunday"
"433",2,0,0,1,"Meal Plan 1",0,"Room_Type 4",22,"Online",0,0,0,120,1,0,"09","08","Friday"
"434",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",10,"Online",0,0,0,126,1,0,"10","20","Friday"
"435",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",15,"Online",0,0,0,91,1,1,"02","16","Friday"
"436",2,0,0,5,"Meal Plan 2",0,"Room_Type 1",230,"Online",0,0,0,137,0,1,"09","06","Thursday"
"437",2,0,0,4,"Meal Plan 1",0,"Room_Type 1",54,"Offline",0,0,0,67.32,0,0,"03","16","Friday"
"438",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",45,"Online",0,0,0,81.62,0,0,"10","23","Monday"
"439",3,0,1,3,"Meal Plan 2",0,"Room_Type 4",63,"Online",0,0,0,123.66,2,0,"10","24","Wednesday"
"440",2,0,2,1,"Not Selected",0,"Room_Type 1",166,"Online",0,0,0,94.5,1,0,"08","06","Monday"
"441",2,0,1,4,"Meal Plan 1",0,"Room_Type 1",148,"Online",0,0,0,96.3,0,1,"08","22","Wednesday"
"442",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",136,"Online",0,0,0,88.01,1,0,"08","13","Monday"
"443",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",37,"Online",0,0,0,81.9,2,0,"03","10","Saturday"
"444",2,0,0,4,"Meal Plan 1",0,"Room_Type 1",66,"Online",0,0,0,119.85,1,0,"05","11","Friday"
"445",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",11,"Offline",0,0,0,83.5,0,0,"10","23","Monday"
"446",1,0,0,1,"Meal Plan 1",1,"Room_Type 1",1,"Corporate",1,0,3,67,1,0,"04","01","Sunday"
